account_id,churn_flag,plan_tier,industry,country,ticket_count,avg_resolution_time_hours,avg_first_response_time_minutes,escalation_count,avg_satisfaction_score,unrated_ticket_count
A-443b7c,True,Enterprise,Cybersecurity,US,8.0,29.25,49.0,0.0,4.25,3.0
A-1f7acb,False,Basic,FinTech,UK,7.0,41.714285714285715,129.57142857142858,0.0,4.285714285714286,2.0
A-f51f16,False,Enterprise,HealthTech,US,4.0,29.25,91.0,0.0,3.5,2.0
A-5a3eb9,False,Enterprise,DevTools,CA,3.0,24.0,83.0,0.0,4.0,3.0
A-5f2961,False,Basic,HealthTech,US,1.0,53.0,19.0,0.0,4.0,1.0
A-417d2f,False,Pro,Cybersecurity,IN,6.0,43.5,80.5,0.0,4.166666666666667,3.0
A-e98302,False,Enterprise,EdTech,US,9.0,44.44444444444444,99.44444444444444,0.0,4.111111111111111,2.0
A-8bde0c,False,Basic,DevTools,US,3.0,25.666666666666668,86.33333333333333,0.0,4.0,1.0
A-bcf87c,True,Pro,FinTech,US,2.0,63.0,49.5,0.0,4.0,0.0
A-54ecc2,False,Enterprise,Cybersecurity,US,5.0,37.4,72.0,0.0,4.4,3.0
A-625d0b,False,Basic,EdTech,AU,5.0,48.4,72.4,0.0,3.8,4.0
A-fce879,True,Pro,EdTech,UK,2.0,28.0,61.5,0.0,4.0,0.0
A-b07b56,True,Pro,DevTools,US,4.0,31.25,93.75,0.0,3.75,3.0
A-6da850,False,Pro,FinTech,IN,5.0,49.0,76.4,0.0,4.0,4.0
A-342303,False,Pro,EdTech,US,3.0,29.333333333333332,71.33333333333333,0.0,4.333333333333333,1.0
A-e7a1e2,False,Enterprise,Cybersecurity,US,1.0,45.0,37.0,0.0,4.0,0.0
A-f1f639,False,Basic,EdTech,US,7.0,20.0,67.57142857142857,0.0,4.571428571428571,2.0
A-a865bd,False,Pro,Cybersecurity,US,2.0,31.5,21.5,0.0,3.5,1.0
A-4e631b,False,Enterprise,FinTech,US,2.0,24.5,52.0,0.0,4.0,1.0
A-7f6b86,True,Basic,HealthTech,US,7.0,40.42857142857143,96.57142857142857,0.0,3.857142857142857,4.0
A-8adedc,True,Basic,EdTech,US,4.0,49.25,56.75,0.0,4.0,3.0
A-2edab2,False,Enterprise,HealthTech,US,4.0,30.0,102.25,0.0,3.75,3.0
A-149a69,False,Basic,DevTools,US,8.0,33.875,120.875,0.0,4.125,3.0
A-a6d261,False,Pro,FinTech,CA,4.0,40.0,63.25,1.0,4.5,1.0
A-443f6f,False,Basic,Cybersecurity,US,4.0,28.0,122.25,0.0,4.5,1.0
A-202b67,False,Pro,HealthTech,US,4.0,36.75,90.5,0.0,4.5,1.0
A-00bed1,False,Basic,Cybersecurity,US,4.0,31.75,106.25,0.0,4.0,3.0
A-ffc04f,False,Pro,EdTech,US,7.0,17.714285714285715,58.57142857142857,1.0,4.285714285714286,3.0
A-65c341,False,Pro,FinTech,US,5.0,41.4,87.8,0.0,4.0,4.0
A-dcc2f0,False,Basic,FinTech,UK,2.0,27.0,100.0,0.0,4.0,2.0
A-ced9aa,False,Enterprise,DevTools,US,7.0,28.857142857142858,102.85714285714286,0.0,3.857142857142857,6.0
A-3d957b,False,Pro,HealthTech,UK,3.0,41.333333333333336,79.33333333333333,0.0,3.6666666666666665,2.0
A-89ee83,True,Pro,Cybersecurity,US,5.0,21.8,66.2,1.0,4.0,2.0
A-883b7d,False,Basic,Cybersecurity,IN,7.0,25.571428571428573,62.285714285714285,1.0,3.7142857142857144,2.0
A-dcc3f1,False,Pro,HealthTech,US,9.0,35.666666666666664,83.44444444444444,0.0,3.888888888888889,4.0
A-c62e55,False,Basic,EdTech,US,4.0,27.5,101.25,0.0,4.0,1.0
A-e4144b,False,Pro,EdTech,UK,3.0,57.0,172.33333333333334,0.0,4.0,1.0
A-e40f45,False,Pro,HealthTech,US,7.0,26.714285714285715,96.28571428571429,0.0,4.142857142857143,4.0
A-96215d,False,Enterprise,FinTech,US,1.0,25.0,115.0,0.0,3.0,0.0
A-2b9d3e,False,Enterprise,EdTech,US,3.0,34.666666666666664,79.33333333333333,0.0,4.333333333333333,2.0
A-b7724f,False,Basic,HealthTech,UK,3.0,28.666666666666668,92.0,0.0,3.3333333333333335,1.0
A-310452,False,Enterprise,DevTools,FR,5.0,34.2,113.6,0.0,3.6,0.0
A-eb1312,False,Pro,FinTech,US,1.0,68.0,117.0,0.0,5.0,0.0
A-df1e44,False,Enterprise,Cybersecurity,UK,2.0,53.0,109.5,0.0,4.5,1.0
A-6a7c9d,True,Enterprise,Cybersecurity,US,3.0,34.333333333333336,60.0,0.0,4.0,1.0
A-cbd1a3,True,Basic,DevTools,US,4.0,34.5,81.75,0.0,4.0,2.0
A-a8d89d,False,Pro,EdTech,US,2.0,44.5,139.0,0.0,4.5,1.0
A-600734,True,Pro,DevTools,US,7.0,52.57142857142857,89.42857142857143,1.0,3.857142857142857,4.0
A-86fc1d,False,Basic,DevTools,UK,5.0,27.0,59.2,0.0,4.0,3.0
A-78f02b,False,Enterprise,HealthTech,US,4.0,45.75,55.0,0.0,4.0,1.0
A-acb7f7,False,Basic,EdTech,US,3.0,41.0,91.0,0.0,3.6666666666666665,1.0
A-712f1c,True,Basic,DevTools,US,6.0,41.666666666666664,88.83333333333333,0.0,4.0,2.0
A-3793ee,False,Enterprise,Cybersecurity,CA,4.0,43.75,100.25,0.0,4.0,3.0
A-9a532a,False,Enterprise,HealthTech,US,2.0,57.5,128.5,0.0,4.0,2.0
A-2ebb4b,False,Basic,HealthTech,US,2.0,43.5,136.5,0.0,3.0,0.0
A-6843f2,False,Enterprise,HealthTech,CA,2.0,36.5,78.0,0.0,3.0,0.0
A-c9bb3e,False,Pro,EdTech,US,7.0,27.714285714285715,86.14285714285714,1.0,4.142857142857143,2.0
A-4814a3,True,Basic,Cybersecurity,IN,4.0,18.75,97.0,1.0,4.0,3.0
A-b7b7b7,True,Basic,FinTech,US,3.0,17.0,99.0,0.0,4.666666666666667,1.0
A-ccc747,True,Pro,HealthTech,FR,4.0,32.25,83.25,1.0,4.25,3.0
A-bb3bd4,False,Basic,HealthTech,US,11.0,32.72727272727273,106.36363636363636,0.0,4.090909090909091,4.0
A-09316c,False,Enterprise,FinTech,AU,4.0,54.75,106.25,1.0,3.75,0.0
A-96bbc6,False,Enterprise,Cybersecurity,US,3.0,51.333333333333336,67.0,0.0,3.3333333333333335,0.0
A-bc4d48,False,Pro,EdTech,US,6.0,41.166666666666664,65.83333333333333,1.0,4.166666666666667,1.0
A-b30291,True,Basic,HealthTech,US,1.0,16.0,1.0,0.0,4.0,1.0
A-cdf020,False,Pro,DevTools,AU,4.0,29.5,39.25,0.0,4.0,1.0
A-e6afc1,False,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0.0
A-e3bd71,False,Basic,Cybersecurity,US,4.0,30.25,119.0,0.0,4.0,2.0
A-b179bf,False,Basic,Cybersecurity,IN,6.0,24.666666666666668,94.33333333333333,0.0,4.0,5.0
A-098560,True,Enterprise,DevTools,UK,2.0,28.0,100.0,1.0,3.0,0.0
A-82861f,False,Basic,DevTools,UK,5.0,24.4,55.0,0.0,3.2,0.0
A-94c3cd,False,Enterprise,FinTech,CA,4.0,44.75,116.5,1.0,3.75,2.0
A-a33200,False,Basic,HealthTech,US,3.0,36.333333333333336,88.33333333333333,0.0,4.333333333333333,1.0
A-034368,False,Enterprise,EdTech,US,5.0,41.2,91.8,0.0,4.0,3.0
A-b54c01,False,Enterprise,DevTools,US,5.0,42.6,77.2,0.0,3.6,3.0
A-d82ef9,True,Basic,EdTech,UK,5.0,39.8,91.6,1.0,4.2,1.0
A-bb2f49,False,Pro,Cybersecurity,US,3.0,22.333333333333332,102.33333333333333,0.0,4.0,1.0
A-1f559b,True,Enterprise,HealthTech,US,5.0,50.4,116.2,0.0,4.2,0.0
A-5a215a,False,Enterprise,EdTech,FR,4.0,29.5,38.0,0.0,4.0,1.0
A-3f9cc0,False,Basic,HealthTech,US,5.0,34.8,112.6,1.0,4.2,3.0
A-f9cc74,False,Enterprise,DevTools,FR,6.0,49.833333333333336,118.33333333333333,0.0,4.0,1.0
A-ed510f,False,Basic,Cybersecurity,IN,9.0,44.55555555555556,82.55555555555556,0.0,4.0,5.0
A-5c9849,False,Basic,EdTech,IN,4.0,59.5,41.0,1.0,4.0,4.0
A-a7bd4b,False,Enterprise,Cybersecurity,US,6.0,36.833333333333336,86.16666666666667,0.0,3.5,2.0
A-d4ac0e,False,Basic,DevTools,UK,4.0,21.0,34.0,0.0,3.75,2.0
A-ffdfd5,True,Basic,EdTech,US,0.0,0.0,0.0,0.0,0.0,0.0
A-0dbdc6,True,Pro,Cybersecurity,DE,4.0,47.0,95.25,0.0,4.25,3.0
A-7cfe77,False,Pro,DevTools,US,7.0,30.714285714285715,105.57142857142857,0.0,3.7142857142857144,3.0
A-1f0636,False,Pro,EdTech,AU,2.0,38.5,75.0,0.0,3.5,0.0
A-40de06,True,Enterprise,Cybersecurity,US,3.0,40.333333333333336,67.66666666666667,0.0,4.0,2.0
A-cb5333,False,Pro,DevTools,US,4.0,30.75,85.75,0.0,3.75,3.0
A-309e54,False,Pro,DevTools,US,5.0,23.8,90.2,0.0,3.8,4.0
A-6e7827,False,Basic,DevTools,US,2.0,51.0,83.5,0.0,3.5,0.0
A-50bb9f,False,Pro,Cybersecurity,US,7.0,33.285714285714285,74.71428571428571,0.0,4.0,4.0
A-5fe118,False,Enterprise,Cybersecurity,US,1.0,19.0,26.0,0.0,4.0,0.0
A-5247b3,False,Pro,FinTech,UK,5.0,45.8,96.6,0.0,4.0,2.0
A-f44180,False,Pro,Cybersecurity,UK,2.0,46.5,123.0,0.0,5.0,0.0
A-c16cf7,False,Pro,EdTech,US,3.0,48.333333333333336,111.66666666666667,0.0,3.6666666666666665,1.0
A-d42431,False,Enterprise,FinTech,FR,4.0,24.25,119.5,0.0,4.0,2.0
A-6965e1,False,Basic,DevTools,US,3.0,39.0,128.33333333333334,0.0,3.6666666666666665,2.0
A-0354fe,False,Basic,Cybersecurity,US,4.0,20.0,69.25,0.0,4.0,2.0
A-0a62f5,False,Pro,FinTech,UK,2.0,33.5,105.0,0.0,4.0,2.0
A-f5641b,False,Pro,EdTech,US,4.0,47.5,98.0,1.0,3.5,2.0
A-b44e3e,False,Basic,Cybersecurity,UK,3.0,40.0,75.33333333333333,0.0,4.333333333333333,0.0
A-3b37d9,False,Enterprise,FinTech,US,5.0,36.0,89.8,0.0,4.2,3.0
A-54d94a,False,Basic,Cybersecurity,IN,4.0,53.75,82.75,0.0,3.75,2.0
A-7f29a7,False,Basic,Cybersecurity,UK,1.0,24.0,5.0,0.0,4.0,0.0
A-089363,False,Basic,FinTech,AU,3.0,35.0,91.33333333333333,0.0,3.6666666666666665,0.0
A-524364,False,Enterprise,DevTools,FR,3.0,47.666666666666664,75.33333333333333,0.0,4.333333333333333,0.0
A-855a48,False,Pro,EdTech,US,5.0,39.6,122.0,0.0,3.8,2.0
A-756192,False,Basic,FinTech,IN,3.0,37.333333333333336,102.33333333333333,0.0,4.0,1.0
A-49b828,False,Pro,FinTech,IN,3.0,13.666666666666666,87.66666666666667,1.0,3.6666666666666665,1.0
A-c7ffc2,False,Pro,Cybersecurity,US,2.0,64.0,86.0,0.0,3.5,1.0
A-751c58,False,Basic,FinTech,UK,5.0,39.6,130.0,0.0,4.2,2.0
A-72799b,True,Enterprise,DevTools,FR,2.0,33.5,80.0,1.0,4.5,0.0
A-812c5b,True,Basic,DevTools,CA,4.0,27.0,88.25,0.0,4.0,2.0
A-69b156,True,Pro,EdTech,US,7.0,32.0,100.57142857142857,0.0,4.0,3.0
A-075038,False,Basic,HealthTech,UK,2.0,43.5,54.0,0.0,3.0,0.0
A-940b8b,False,Basic,HealthTech,DE,3.0,41.333333333333336,89.33333333333333,0.0,4.0,1.0
A-2d1036,True,Pro,FinTech,US,5.0,37.8,49.0,1.0,4.6,0.0
A-0f6450,True,Pro,FinTech,US,8.0,29.75,81.625,1.0,3.875,2.0
A-9affe6,False,Pro,Cybersecurity,US,3.0,58.0,76.0,0.0,3.6666666666666665,2.0
A-80eeb6,False,Enterprise,Cybersecurity,UK,4.0,40.25,68.25,1.0,3.75,1.0
A-d4e0d4,False,Basic,FinTech,US,4.0,39.25,76.25,0.0,4.0,2.0
A-c7e58b,False,Pro,HealthTech,IN,5.0,30.6,98.4,0.0,3.6,1.0
A-016043,False,Basic,EdTech,CA,3.0,30.333333333333332,78.0,0.0,4.0,2.0
A-bbe56f,False,Enterprise,HealthTech,US,4.0,26.25,120.5,0.0,4.0,1.0
A-7c5768,False,Enterprise,HealthTech,UK,5.0,28.8,96.4,0.0,4.0,2.0
A-751bd4,False,Pro,Cybersecurity,UK,6.0,23.166666666666668,112.0,1.0,4.166666666666667,2.0
A-4e0e85,False,Enterprise,DevTools,US,2.0,53.0,119.5,0.0,4.5,1.0
A-ad3abd,False,Pro,FinTech,US,3.0,13.0,70.33333333333333,0.0,3.3333333333333335,1.0
A-e19ff6,False,Enterprise,Cybersecurity,UK,3.0,30.666666666666668,115.0,0.0,4.666666666666667,0.0
A-7920cc,False,Pro,Cybersecurity,FR,7.0,32.857142857142854,113.42857142857143,0.0,4.142857142857143,4.0
A-5a92e7,False,Pro,HealthTech,US,7.0,45.0,86.14285714285714,0.0,4.285714285714286,2.0
A-fdfc91,False,Basic,Cybersecurity,US,5.0,28.8,121.0,0.0,3.8,2.0
A-1e50e0,True,Pro,Cybersecurity,DE,2.0,20.5,143.0,1.0,4.5,1.0
A-1e1b80,False,Enterprise,FinTech,CA,6.0,43.0,67.5,0.0,3.3333333333333335,1.0
A-659280,True,Enterprise,FinTech,IN,4.0,8.0,123.75,0.0,4.25,1.0
A-f6b2fb,False,Basic,DevTools,AU,5.0,55.0,88.6,1.0,4.0,2.0
A-cb6cc6,False,Basic,DevTools,US,3.0,16.333333333333332,131.66666666666666,0.0,3.6666666666666665,1.0
A-d62e02,False,Pro,Cybersecurity,US,1.0,36.0,31.0,0.0,4.0,0.0
A-d535f6,True,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0.0
A-39868b,False,Pro,FinTech,AU,6.0,39.0,100.83333333333333,0.0,4.166666666666667,2.0
A-3cc791,False,Enterprise,EdTech,US,6.0,48.333333333333336,95.83333333333333,1.0,4.166666666666667,2.0
A-337bc1,False,Pro,Cybersecurity,US,4.0,32.5,62.75,1.0,4.0,1.0
A-58b9ff,False,Enterprise,DevTools,IN,2.0,66.0,79.0,1.0,4.0,1.0
A-bf7919,False,Pro,HealthTech,US,2.0,14.5,81.5,0.0,4.5,1.0
A-1d5444,True,Basic,Cybersecurity,US,2.0,30.0,62.5,0.0,4.0,1.0
A-0f3e88,True,Basic,HealthTech,US,3.0,48.0,67.0,0.0,4.333333333333333,1.0
A-7641d3,True,Pro,EdTech,US,5.0,45.2,124.6,2.0,4.2,2.0
A-cd458b,False,Basic,DevTools,US,5.0,38.4,81.2,0.0,4.6,0.0
A-c16b88,False,Enterprise,HealthTech,US,3.0,48.333333333333336,137.66666666666666,0.0,3.6666666666666665,2.0
A-59f724,False,Enterprise,HealthTech,US,4.0,19.25,94.5,0.0,4.25,0.0
A-87aa7b,False,Pro,HealthTech,US,3.0,27.333333333333332,72.66666666666667,1.0,4.0,3.0
A-1e6fc3,False,Pro,EdTech,FR,5.0,23.8,88.6,0.0,3.8,2.0
A-39ddf4,False,Enterprise,EdTech,US,5.0,23.0,76.2,0.0,4.2,1.0
A-34ea2f,True,Enterprise,HealthTech,US,8.0,35.25,65.625,0.0,3.875,3.0
A-716841,False,Pro,FinTech,US,5.0,29.8,112.8,0.0,4.0,2.0
A-558c72,False,Basic,FinTech,US,4.0,64.25,79.25,1.0,4.25,2.0
A-b11cd0,True,Pro,DevTools,US,4.0,38.5,140.75,0.0,4.0,2.0
A-cc1d8d,False,Pro,FinTech,US,5.0,30.2,99.2,0.0,4.2,3.0
A-7f4db3,False,Pro,FinTech,US,5.0,16.6,91.4,1.0,3.4,1.0
A-db5e9e,False,Basic,DevTools,US,2.0,66.0,97.5,0.0,5.0,0.0
A-cc102e,False,Enterprise,HealthTech,US,4.0,33.25,109.0,0.0,4.25,1.0
A-82d8a6,False,Basic,Cybersecurity,UK,5.0,42.2,112.0,0.0,3.8,3.0
A-dec005,False,Pro,HealthTech,US,2.0,59.0,152.0,0.0,3.5,1.0
A-5790f4,False,Pro,FinTech,UK,4.0,44.0,57.25,1.0,4.0,3.0
A-7c83a1,False,Pro,Cybersecurity,US,4.0,42.0,86.25,0.0,4.0,0.0
A-297a2d,False,Pro,HealthTech,UK,2.0,32.5,84.5,0.0,3.5,1.0
A-4c56c9,True,Enterprise,FinTech,US,5.0,38.6,68.2,0.0,3.8,1.0
A-cbbe12,False,Enterprise,Cybersecurity,DE,6.0,38.0,74.5,0.0,4.166666666666667,2.0
A-4a267b,False,Pro,FinTech,US,4.0,16.25,105.0,0.0,4.25,1.0
A-bcbe98,False,Enterprise,Cybersecurity,US,7.0,38.285714285714285,61.57142857142857,1.0,4.0,4.0
A-427b69,False,Basic,FinTech,US,2.0,31.5,109.5,0.0,3.5,1.0
A-0be015,False,Pro,FinTech,US,7.0,40.285714285714285,84.85714285714286,1.0,4.142857142857143,2.0
A-054577,False,Basic,EdTech,UK,1.0,46.0,70.0,0.0,4.0,0.0
A-bc87bc,False,Pro,FinTech,US,7.0,40.57142857142857,112.0,0.0,3.857142857142857,3.0
A-0f7d77,False,Pro,FinTech,IN,5.0,27.2,74.6,0.0,4.4,3.0
A-e7beab,False,Enterprise,EdTech,DE,6.0,36.666666666666664,124.66666666666667,0.0,4.0,2.0
A-a09355,False,Basic,FinTech,US,5.0,32.6,66.6,0.0,4.0,2.0
A-31ab9a,False,Pro,FinTech,DE,7.0,43.142857142857146,67.71428571428571,0.0,3.7142857142857144,3.0
A-0158bb,False,Basic,FinTech,DE,1.0,32.0,50.0,0.0,3.0,0.0
A-f19b24,False,Pro,Cybersecurity,US,2.0,35.5,74.0,1.0,4.0,1.0
A-798a3f,True,Enterprise,DevTools,FR,5.0,33.0,45.2,0.0,4.0,2.0
A-42b791,False,Pro,FinTech,AU,3.0,33.666666666666664,72.0,0.0,4.0,1.0
A-068fc6,False,Enterprise,EdTech,US,5.0,38.8,121.4,0.0,4.2,2.0
A-6f50ae,True,Pro,FinTech,US,5.0,31.0,87.4,0.0,4.4,1.0
A-a2485e,False,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0.0
A-bb1eaa,False,Basic,Cybersecurity,US,6.0,23.5,92.33333333333333,0.0,4.166666666666667,4.0
A-cc98bc,False,Basic,DevTools,US,3.0,4.666666666666667,122.33333333333333,0.0,4.0,2.0
A-d77f4c,False,Pro,DevTools,US,2.0,31.0,75.0,0.0,4.0,0.0
A-ccabf0,False,Pro,HealthTech,IN,4.0,46.25,89.75,0.0,3.75,1.0
A-700ade,False,Enterprise,Cybersecurity,UK,4.0,30.25,53.5,0.0,4.5,1.0
A-4a4c2d,False,Enterprise,DevTools,US,5.0,42.0,104.0,0.0,4.2,1.0
A-b7ef83,False,Pro,Cybersecurity,UK,2.0,47.5,79.0,0.0,4.0,1.0
A-e08cd3,False,Pro,FinTech,US,8.0,30.375,93.0,0.0,4.0,4.0
A-19b2c8,False,Pro,DevTools,IN,3.0,29.333333333333332,90.0,0.0,4.666666666666667,0.0
A-970c97,False,Enterprise,HealthTech,DE,1.0,61.0,139.0,0.0,5.0,0.0
A-6dee43,False,Basic,FinTech,UK,5.0,44.2,48.8,0.0,4.2,2.0
A-5ed98d,False,Basic,DevTools,US,5.0,35.8,91.8,0.0,4.2,4.0
A-c58f49,False,Enterprise,EdTech,US,3.0,36.333333333333336,60.0,1.0,4.333333333333333,2.0
A-9c18c4,True,Pro,HealthTech,US,4.0,42.25,130.25,0.0,4.0,2.0
A-cc8c8f,False,Enterprise,DevTools,US,2.0,14.5,123.0,0.0,3.5,0.0
A-5f7781,False,Pro,DevTools,US,2.0,28.5,42.0,0.0,4.0,1.0
A-e1b9cd,True,Pro,DevTools,US,1.0,35.0,115.0,0.0,3.0,0.0
A-ac85cd,False,Enterprise,EdTech,US,3.0,33.666666666666664,76.33333333333333,0.0,3.6666666666666665,1.0
A-d792a6,False,Enterprise,DevTools,US,5.0,40.6,97.8,0.0,4.0,3.0
A-ac9111,False,Pro,HealthTech,US,3.0,24.666666666666668,89.66666666666667,0.0,4.333333333333333,2.0
A-18793f,False,Basic,EdTech,US,5.0,45.2,101.6,0.0,3.8,0.0
A-9f0b68,False,Basic,EdTech,US,3.0,30.333333333333332,96.33333333333333,0.0,3.6666666666666665,2.0
A-d3c88e,False,Pro,DevTools,US,3.0,58.0,48.0,0.0,4.0,2.0
A-ccb686,False,Basic,DevTools,US,1.0,67.0,30.0,0.0,4.0,0.0
A-118f1c,False,Pro,Cybersecurity,US,1.0,64.0,141.0,0.0,3.0,0.0
A-0e966d,True,Basic,FinTech,IN,3.0,31.666666666666668,95.33333333333333,1.0,4.333333333333333,1.0
A-b9f5b1,False,Pro,Cybersecurity,US,6.0,31.833333333333332,75.66666666666667,1.0,3.3333333333333335,0.0
A-8ae3fc,False,Pro,DevTools,CA,4.0,39.5,65.5,0.0,3.75,2.0
A-55f257,False,Basic,FinTech,US,6.0,43.166666666666664,114.5,0.0,4.666666666666667,2.0
A-d26ab4,True,Basic,DevTools,UK,2.0,49.5,110.0,0.0,4.0,1.0
A-712533,False,Pro,EdTech,US,5.0,37.4,97.2,0.0,3.8,1.0
A-781cc0,False,Pro,EdTech,US,4.0,57.5,106.0,0.0,3.75,1.0
