subscription_id,account_id,cohort_month,active_month,mrr_amount,arr_amount,plan_tier,subscription_status,cohort_index
S-fdc415,A-726cfa,2023-08-01,2023-08-01,5970,71640,Enterprise,Active,0
S-fdc415,A-726cfa,2023-08-01,2023-09-01,5970,71640,Enterprise,Active,1
S-fdc415,A-726cfa,2023-08-01,2023-10-01,5970,71640,Enterprise,Active,2
S-fdc415,A-726cfa,2023-08-01,2023-11-01,5970,71640,Enterprise,Active,3
S-fdc415,A-726cfa,2023-08-01,2023-12-01,5970,71640,Enterprise,Active,4
S-fdc415,A-726cfa,2023-08-01,2024-01-01,5970,71640,Enterprise,Active,5
S-fdc415,A-726cfa,2023-08-01,2024-02-01,5970,71640,Enterprise,Active,6
S-fdc415,A-726cfa,2023-08-01,2024-03-01,5970,71640,Enterprise,Active,7
S-fdc415,A-726cfa,2023-08-01,2024-04-01,5970,71640,Enterprise,Active,8
S-fdc415,A-726cfa,2023-08-01,2024-05-01,5970,71640,Enterprise,Active,9
S-fdc415,A-726cfa,2023-08-01,2024-06-01,5970,71640,Enterprise,Active,10
S-fdc415,A-726cfa,2023-08-01,2024-07-01,5970,71640,Enterprise,Active,11
S-fdc415,A-726cfa,2023-08-01,2024-08-01,5970,71640,Enterprise,Active,12
S-fdc415,A-726cfa,2023-08-01,2024-09-01,5970,71640,Enterprise,Active,13
S-fdc415,A-726cfa,2023-08-01,2024-10-01,5970,71640,Enterprise,Active,14
S-fdc415,A-726cfa,2023-08-01,2024-11-01,5970,71640,Enterprise,Active,15
S-fdc415,A-726cfa,2023-08-01,2024-12-01,5970,71640,Enterprise,Active,16
S-c03f87,A-6f50ae,2024-01-01,2024-01-01,3781,45372,Enterprise,Active,0
S-c03f87,A-6f50ae,2024-01-01,2024-02-01,3781,45372,Enterprise,Active,1
S-c03f87,A-6f50ae,2024-01-01,2024-03-01,3781,45372,Enterprise,Active,2
S-c03f87,A-6f50ae,2024-01-01,2024-04-01,3781,45372,Enterprise,Active,3
S-c03f87,A-6f50ae,2024-01-01,2024-05-01,3781,45372,Enterprise,Active,4
S-c03f87,A-6f50ae,2024-01-01,2024-06-01,3781,45372,Enterprise,Active,5
S-c03f87,A-6f50ae,2024-01-01,2024-07-01,3781,45372,Enterprise,Active,6
S-c03f87,A-6f50ae,2024-01-01,2024-08-01,3781,45372,Enterprise,Active,7
S-c03f87,A-6f50ae,2024-01-01,2024-09-01,3781,45372,Enterprise,Active,8
S-c03f87,A-6f50ae,2024-01-01,2024-10-01,3781,45372,Enterprise,Active,9
S-c03f87,A-6f50ae,2024-01-01,2024-11-01,3781,45372,Enterprise,Active,10
S-c03f87,A-6f50ae,2024-01-01,2024-12-01,3781,45372,Enterprise,Active,11
S-a245f6,A-86902e,2023-12-01,2023-12-01,646,7752,Basic,Active,0
S-a245f6,A-86902e,2023-12-01,2024-01-01,646,7752,Basic,Active,1
S-a245f6,A-86902e,2023-12-01,2024-02-01,646,7752,Basic,Active,2
S-a245f6,A-86902e,2023-12-01,2024-03-01,646,7752,Basic,Active,3
S-a245f6,A-86902e,2023-12-01,2024-04-01,646,7752,Basic,Active,4
S-a245f6,A-86902e,2023-12-01,2024-05-01,646,7752,Basic,Active,5
S-a245f6,A-86902e,2023-12-01,2024-06-01,646,7752,Basic,Active,6
S-a245f6,A-86902e,2023-12-01,2024-07-01,646,7752,Basic,Active,7
S-a245f6,A-86902e,2023-12-01,2024-08-01,646,7752,Basic,Active,8
S-a245f6,A-86902e,2023-12-01,2024-09-01,646,7752,Basic,Active,9
S-a245f6,A-86902e,2023-12-01,2024-10-01,646,7752,Basic,Active,10
S-a245f6,A-86902e,2023-12-01,2024-11-01,646,7752,Basic,Active,11
S-a245f6,A-86902e,2023-12-01,2024-12-01,646,7752,Basic,Active,12
S-a1cc61,A-bc4d48,2024-07-01,2024-07-01,665,7980,Basic,Active,0
S-a1cc61,A-bc4d48,2024-07-01,2024-08-01,665,7980,Basic,Active,1
S-a1cc61,A-bc4d48,2024-07-01,2024-09-01,665,7980,Basic,Active,2
S-a1cc61,A-bc4d48,2024-07-01,2024-10-01,665,7980,Basic,Active,3
S-a1cc61,A-bc4d48,2024-07-01,2024-11-01,665,7980,Basic,Active,4
S-a1cc61,A-bc4d48,2024-07-01,2024-12-01,665,7980,Basic,Active,5
S-9b96c2,A-02cd81,2024-05-01,2024-05-01,8756,105072,Enterprise,Active,0
S-9b96c2,A-02cd81,2024-05-01,2024-06-01,8756,105072,Enterprise,Active,1
S-9b96c2,A-02cd81,2024-05-01,2024-07-01,8756,105072,Enterprise,Active,2
S-9b96c2,A-02cd81,2024-05-01,2024-08-01,8756,105072,Enterprise,Active,3
S-9b96c2,A-02cd81,2024-05-01,2024-09-01,8756,105072,Enterprise,Active,4
S-9b96c2,A-02cd81,2024-05-01,2024-10-01,8756,105072,Enterprise,Active,5
S-9b96c2,A-02cd81,2024-05-01,2024-11-01,8756,105072,Enterprise,Active,6
S-9b96c2,A-02cd81,2024-05-01,2024-12-01,8756,105072,Enterprise,Active,7
S-2e79e8,A-cb5333,2024-05-01,2024-05-01,0,0,Pro,Active,0
S-2e79e8,A-cb5333,2024-05-01,2024-06-01,0,0,Pro,Active,1
S-2e79e8,A-cb5333,2024-05-01,2024-07-01,0,0,Pro,Active,2
S-2e79e8,A-cb5333,2024-05-01,2024-08-01,0,0,Pro,Active,3
S-2e79e8,A-cb5333,2024-05-01,2024-09-01,0,0,Pro,Active,4
S-2e79e8,A-cb5333,2024-05-01,2024-10-01,0,0,Pro,Active,5
S-2e79e8,A-cb5333,2024-05-01,2024-11-01,0,0,Pro,Active,6
S-2e79e8,A-cb5333,2024-05-01,2024-12-01,0,0,Pro,Active,7
S-f965de,A-ab438f,2024-10-01,2024-10-01,0,0,Pro,Ended,0
S-f965de,A-ab438f,2024-10-01,2024-11-01,0,0,Pro,Ended,1
S-f965de,A-ab438f,2024-10-01,2024-12-01,0,0,Pro,Ended,2
S-abff7d,A-94f8c9,2024-06-01,2024-06-01,0,0,Basic,Active,0
S-abff7d,A-94f8c9,2024-06-01,2024-07-01,0,0,Basic,Active,1
S-abff7d,A-94f8c9,2024-06-01,2024-08-01,0,0,Basic,Active,2
S-abff7d,A-94f8c9,2024-06-01,2024-09-01,0,0,Basic,Active,3
S-abff7d,A-94f8c9,2024-06-01,2024-10-01,0,0,Basic,Active,4
S-abff7d,A-94f8c9,2024-06-01,2024-11-01,0,0,Basic,Active,5
S-abff7d,A-94f8c9,2024-06-01,2024-12-01,0,0,Basic,Active,6
S-791c64,A-a1b80b,2024-11-01,2024-11-01,0,0,Pro,Active,0
S-791c64,A-a1b80b,2024-11-01,2024-12-01,0,0,Pro,Active,1
S-7b7be8,A-d42431,2024-07-01,2024-07-01,1729,20748,Basic,Active,0
S-7b7be8,A-d42431,2024-07-01,2024-08-01,1729,20748,Basic,Active,1
S-7b7be8,A-d42431,2024-07-01,2024-09-01,1729,20748,Basic,Active,2
S-7b7be8,A-d42431,2024-07-01,2024-10-01,1729,20748,Basic,Active,3
S-7b7be8,A-d42431,2024-07-01,2024-11-01,1729,20748,Basic,Active,4
S-7b7be8,A-d42431,2024-07-01,2024-12-01,1729,20748,Basic,Active,5
S-6055d4,A-ce550d,2024-11-01,2024-11-01,0,0,Enterprise,Active,0
S-6055d4,A-ce550d,2024-11-01,2024-12-01,0,0,Enterprise,Active,1
S-938e4e,A-794a0b,2024-06-01,2024-06-01,0,0,Pro,Active,0
S-938e4e,A-794a0b,2024-06-01,2024-07-01,0,0,Pro,Active,1
S-938e4e,A-794a0b,2024-06-01,2024-08-01,0,0,Pro,Active,2
S-938e4e,A-794a0b,2024-06-01,2024-09-01,0,0,Pro,Active,3
S-938e4e,A-794a0b,2024-06-01,2024-10-01,0,0,Pro,Active,4
S-938e4e,A-794a0b,2024-06-01,2024-11-01,0,0,Pro,Active,5
S-938e4e,A-794a0b,2024-06-01,2024-12-01,0,0,Pro,Active,6
S-1f3254,A-4c56c9,2024-12-01,2024-12-01,342,4104,Basic,Active,0
S-2c4909,A-659280,2024-05-01,2024-05-01,247,2964,Basic,Active,0
S-2c4909,A-659280,2024-05-01,2024-06-01,247,2964,Basic,Active,1
S-2c4909,A-659280,2024-05-01,2024-07-01,247,2964,Basic,Active,2
S-2c4909,A-659280,2024-05-01,2024-08-01,247,2964,Basic,Active,3
S-2c4909,A-659280,2024-05-01,2024-09-01,247,2964,Basic,Active,4
S-2c4909,A-659280,2024-05-01,2024-10-01,247,2964,Basic,Active,5
S-2c4909,A-659280,2024-05-01,2024-11-01,247,2964,Basic,Active,6
S-2c4909,A-659280,2024-05-01,2024-12-01,247,2964,Basic,Active,7
S-e143c9,A-bd4513,2024-12-01,2024-12-01,2450,29400,Pro,Active,0
S-c3213f,A-1d5444,2024-08-01,2024-08-01,8159,97908,Enterprise,Active,0
S-c3213f,A-1d5444,2024-08-01,2024-09-01,8159,97908,Enterprise,Active,1
S-c3213f,A-1d5444,2024-08-01,2024-10-01,8159,97908,Enterprise,Active,2
S-c3213f,A-1d5444,2024-08-01,2024-11-01,8159,97908,Enterprise,Active,3
S-c3213f,A-1d5444,2024-08-01,2024-12-01,8159,97908,Enterprise,Active,4
S-102053,A-4e0e85,2024-04-01,2024-04-01,1194,14328,Enterprise,Active,0
S-102053,A-4e0e85,2024-04-01,2024-05-01,1194,14328,Enterprise,Active,1
S-102053,A-4e0e85,2024-04-01,2024-06-01,1194,14328,Enterprise,Active,2
S-102053,A-4e0e85,2024-04-01,2024-07-01,1194,14328,Enterprise,Active,3
S-102053,A-4e0e85,2024-04-01,2024-08-01,1194,14328,Enterprise,Active,4
S-102053,A-4e0e85,2024-04-01,2024-09-01,1194,14328,Enterprise,Active,5
S-102053,A-4e0e85,2024-04-01,2024-10-01,1194,14328,Enterprise,Active,6
S-102053,A-4e0e85,2024-04-01,2024-11-01,1194,14328,Enterprise,Active,7
S-102053,A-4e0e85,2024-04-01,2024-12-01,1194,14328,Enterprise,Active,8
S-43c2e3,A-6f8ad2,2024-08-01,2024-08-01,6965,83580,Enterprise,Active,0
S-43c2e3,A-6f8ad2,2024-08-01,2024-09-01,6965,83580,Enterprise,Active,1
S-43c2e3,A-6f8ad2,2024-08-01,2024-10-01,6965,83580,Enterprise,Active,2
S-43c2e3,A-6f8ad2,2024-08-01,2024-11-01,6965,83580,Enterprise,Active,3
S-43c2e3,A-6f8ad2,2024-08-01,2024-12-01,6965,83580,Enterprise,Active,4
S-a2b83d,A-cc8c8f,2024-07-01,2024-07-01,437,5244,Basic,Active,0
S-a2b83d,A-cc8c8f,2024-07-01,2024-08-01,437,5244,Basic,Active,1
S-a2b83d,A-cc8c8f,2024-07-01,2024-09-01,437,5244,Basic,Active,2
S-a2b83d,A-cc8c8f,2024-07-01,2024-10-01,437,5244,Basic,Active,3
S-a2b83d,A-cc8c8f,2024-07-01,2024-11-01,437,5244,Basic,Active,4
S-a2b83d,A-cc8c8f,2024-07-01,2024-12-01,437,5244,Basic,Active,5
S-b6793d,A-6f50ae,2024-07-01,2024-07-01,1078,12936,Pro,Active,0
S-b6793d,A-6f50ae,2024-07-01,2024-08-01,1078,12936,Pro,Active,1
S-b6793d,A-6f50ae,2024-07-01,2024-09-01,1078,12936,Pro,Active,2
S-b6793d,A-6f50ae,2024-07-01,2024-10-01,1078,12936,Pro,Active,3
S-b6793d,A-6f50ae,2024-07-01,2024-11-01,1078,12936,Pro,Active,4
S-b6793d,A-6f50ae,2024-07-01,2024-12-01,1078,12936,Pro,Active,5
S-a3a1c1,A-f25509,2024-10-01,2024-10-01,2303,27636,Pro,Active,0
S-a3a1c1,A-f25509,2024-10-01,2024-11-01,2303,27636,Pro,Active,1
S-a3a1c1,A-f25509,2024-10-01,2024-12-01,2303,27636,Pro,Active,2
S-260e48,A-7f4db3,2023-07-01,2023-07-01,490,5880,Pro,Active,0
S-260e48,A-7f4db3,2023-07-01,2023-08-01,490,5880,Pro,Active,1
S-260e48,A-7f4db3,2023-07-01,2023-09-01,490,5880,Pro,Active,2
S-260e48,A-7f4db3,2023-07-01,2023-10-01,490,5880,Pro,Active,3
S-260e48,A-7f4db3,2023-07-01,2023-11-01,490,5880,Pro,Active,4
S-260e48,A-7f4db3,2023-07-01,2023-12-01,490,5880,Pro,Active,5
S-260e48,A-7f4db3,2023-07-01,2024-01-01,490,5880,Pro,Active,6
S-260e48,A-7f4db3,2023-07-01,2024-02-01,490,5880,Pro,Active,7
S-260e48,A-7f4db3,2023-07-01,2024-03-01,490,5880,Pro,Active,8
S-260e48,A-7f4db3,2023-07-01,2024-04-01,490,5880,Pro,Active,9
S-260e48,A-7f4db3,2023-07-01,2024-05-01,490,5880,Pro,Active,10
S-260e48,A-7f4db3,2023-07-01,2024-06-01,490,5880,Pro,Active,11
S-260e48,A-7f4db3,2023-07-01,2024-07-01,490,5880,Pro,Active,12
S-260e48,A-7f4db3,2023-07-01,2024-08-01,490,5880,Pro,Active,13
S-260e48,A-7f4db3,2023-07-01,2024-09-01,490,5880,Pro,Active,14
S-260e48,A-7f4db3,2023-07-01,2024-10-01,490,5880,Pro,Active,15
S-260e48,A-7f4db3,2023-07-01,2024-11-01,490,5880,Pro,Active,16
S-260e48,A-7f4db3,2023-07-01,2024-12-01,490,5880,Pro,Active,17
S-e98296,A-6f8ad2,2024-10-01,2024-10-01,784,9408,Pro,Active,0
S-e98296,A-6f8ad2,2024-10-01,2024-11-01,784,9408,Pro,Active,1
S-e98296,A-6f8ad2,2024-10-01,2024-12-01,784,9408,Pro,Active,2
S-7d55dc,A-08e34e,2024-09-01,2024-09-01,5970,71640,Enterprise,Active,0
S-7d55dc,A-08e34e,2024-09-01,2024-10-01,5970,71640,Enterprise,Active,1
S-7d55dc,A-08e34e,2024-09-01,2024-11-01,5970,71640,Enterprise,Active,2
S-7d55dc,A-08e34e,2024-09-01,2024-12-01,5970,71640,Enterprise,Active,3
S-d26ff6,A-a0ca4e,2024-12-01,2024-12-01,5174,62088,Enterprise,Active,0
S-ba8c46,A-9f0b68,2024-10-01,2024-10-01,882,10584,Pro,Active,0
S-ba8c46,A-9f0b68,2024-10-01,2024-11-01,882,10584,Pro,Active,1
S-ba8c46,A-9f0b68,2024-10-01,2024-12-01,882,10584,Pro,Active,2
S-992c2a,A-d922bf,2024-08-01,2024-08-01,0,0,Enterprise,Active,0
S-992c2a,A-d922bf,2024-08-01,2024-09-01,0,0,Enterprise,Active,1
S-992c2a,A-d922bf,2024-08-01,2024-10-01,0,0,Enterprise,Active,2
S-992c2a,A-d922bf,2024-08-01,2024-11-01,0,0,Enterprise,Active,3
S-992c2a,A-d922bf,2024-08-01,2024-12-01,0,0,Enterprise,Active,4
S-19f899,A-331424,2024-05-01,2024-05-01,2189,26268,Enterprise,Active,0
S-19f899,A-331424,2024-05-01,2024-06-01,2189,26268,Enterprise,Active,1
S-19f899,A-331424,2024-05-01,2024-07-01,2189,26268,Enterprise,Active,2
S-19f899,A-331424,2024-05-01,2024-08-01,2189,26268,Enterprise,Active,3
S-19f899,A-331424,2024-05-01,2024-09-01,2189,26268,Enterprise,Active,4
S-19f899,A-331424,2024-05-01,2024-10-01,2189,26268,Enterprise,Active,5
S-19f899,A-331424,2024-05-01,2024-11-01,2189,26268,Enterprise,Active,6
S-19f899,A-331424,2024-05-01,2024-12-01,2189,26268,Enterprise,Active,7
S-b95751,A-02cd81,2024-04-01,2024-04-01,0,0,Basic,Active,0
S-b95751,A-02cd81,2024-04-01,2024-05-01,0,0,Basic,Active,1
S-b95751,A-02cd81,2024-04-01,2024-06-01,0,0,Basic,Active,2
S-b95751,A-02cd81,2024-04-01,2024-07-01,0,0,Basic,Active,3
S-b95751,A-02cd81,2024-04-01,2024-08-01,0,0,Basic,Active,4
S-b95751,A-02cd81,2024-04-01,2024-09-01,0,0,Basic,Active,5
S-b95751,A-02cd81,2024-04-01,2024-10-01,0,0,Basic,Active,6
S-b95751,A-02cd81,2024-04-01,2024-11-01,0,0,Basic,Active,7
S-b95751,A-02cd81,2024-04-01,2024-12-01,0,0,Basic,Active,8
S-d74a31,A-993085,2024-09-01,2024-09-01,1617,19404,Pro,Active,0
S-d74a31,A-993085,2024-09-01,2024-10-01,1617,19404,Pro,Active,1
S-d74a31,A-993085,2024-09-01,2024-11-01,1617,19404,Pro,Active,2
S-d74a31,A-993085,2024-09-01,2024-12-01,1617,19404,Pro,Active,3
S-676254,A-854864,2024-12-01,2024-12-01,980,11760,Pro,Active,0
S-3ad7c4,A-f17767,2024-01-01,2024-01-01,539,6468,Pro,Ended,0
S-96fb48,A-1f7acb,2024-08-01,2024-08-01,3136,37632,Pro,Active,0
S-96fb48,A-1f7acb,2024-08-01,2024-09-01,3136,37632,Pro,Active,1
S-96fb48,A-1f7acb,2024-08-01,2024-10-01,3136,37632,Pro,Active,2
S-96fb48,A-1f7acb,2024-08-01,2024-11-01,3136,37632,Pro,Active,3
S-96fb48,A-1f7acb,2024-08-01,2024-12-01,3136,37632,Pro,Active,4
S-afea79,A-05f0e5,2024-08-01,2024-08-01,1568,18816,Pro,Active,0
S-afea79,A-05f0e5,2024-08-01,2024-09-01,1568,18816,Pro,Active,1
S-afea79,A-05f0e5,2024-08-01,2024-10-01,1568,18816,Pro,Active,2
S-afea79,A-05f0e5,2024-08-01,2024-11-01,1568,18816,Pro,Active,3
S-afea79,A-05f0e5,2024-08-01,2024-12-01,1568,18816,Pro,Active,4
S-c8a983,A-2d4502,2024-12-01,2024-12-01,588,7056,Pro,Active,0
S-e3c3c8,A-856b1e,2023-12-01,2023-12-01,1225,14700,Pro,Active,0
S-e3c3c8,A-856b1e,2023-12-01,2024-01-01,1225,14700,Pro,Active,1
S-e3c3c8,A-856b1e,2023-12-01,2024-02-01,1225,14700,Pro,Active,2
S-e3c3c8,A-856b1e,2023-12-01,2024-03-01,1225,14700,Pro,Active,3
S-e3c3c8,A-856b1e,2023-12-01,2024-04-01,1225,14700,Pro,Active,4
S-e3c3c8,A-856b1e,2023-12-01,2024-05-01,1225,14700,Pro,Active,5
S-e3c3c8,A-856b1e,2023-12-01,2024-06-01,1225,14700,Pro,Active,6
S-e3c3c8,A-856b1e,2023-12-01,2024-07-01,1225,14700,Pro,Active,7
S-e3c3c8,A-856b1e,2023-12-01,2024-08-01,1225,14700,Pro,Active,8
S-e3c3c8,A-856b1e,2023-12-01,2024-09-01,1225,14700,Pro,Active,9
S-e3c3c8,A-856b1e,2023-12-01,2024-10-01,1225,14700,Pro,Active,10
S-e3c3c8,A-856b1e,2023-12-01,2024-11-01,1225,14700,Pro,Active,11
S-e3c3c8,A-856b1e,2023-12-01,2024-12-01,1225,14700,Pro,Active,12
S-020222,A-02fac6,2024-05-01,2024-05-01,1078,12936,Pro,Active,0
S-020222,A-02fac6,2024-05-01,2024-06-01,1078,12936,Pro,Active,1
S-020222,A-02fac6,2024-05-01,2024-07-01,1078,12936,Pro,Active,2
S-020222,A-02fac6,2024-05-01,2024-08-01,1078,12936,Pro,Active,3
S-020222,A-02fac6,2024-05-01,2024-09-01,1078,12936,Pro,Active,4
S-020222,A-02fac6,2024-05-01,2024-10-01,1078,12936,Pro,Active,5
S-020222,A-02fac6,2024-05-01,2024-11-01,1078,12936,Pro,Active,6
S-020222,A-02fac6,2024-05-01,2024-12-01,1078,12936,Pro,Active,7
S-65c079,A-417d2f,2023-07-01,2023-07-01,95,1140,Basic,Active,0
S-65c079,A-417d2f,2023-07-01,2023-08-01,95,1140,Basic,Active,1
S-65c079,A-417d2f,2023-07-01,2023-09-01,95,1140,Basic,Active,2
S-65c079,A-417d2f,2023-07-01,2023-10-01,95,1140,Basic,Active,3
S-65c079,A-417d2f,2023-07-01,2023-11-01,95,1140,Basic,Active,4
S-65c079,A-417d2f,2023-07-01,2023-12-01,95,1140,Basic,Active,5
S-65c079,A-417d2f,2023-07-01,2024-01-01,95,1140,Basic,Active,6
S-65c079,A-417d2f,2023-07-01,2024-02-01,95,1140,Basic,Active,7
S-65c079,A-417d2f,2023-07-01,2024-03-01,95,1140,Basic,Active,8
S-65c079,A-417d2f,2023-07-01,2024-04-01,95,1140,Basic,Active,9
S-65c079,A-417d2f,2023-07-01,2024-05-01,95,1140,Basic,Active,10
S-65c079,A-417d2f,2023-07-01,2024-06-01,95,1140,Basic,Active,11
S-65c079,A-417d2f,2023-07-01,2024-07-01,95,1140,Basic,Active,12
S-65c079,A-417d2f,2023-07-01,2024-08-01,95,1140,Basic,Active,13
S-65c079,A-417d2f,2023-07-01,2024-09-01,95,1140,Basic,Active,14
S-65c079,A-417d2f,2023-07-01,2024-10-01,95,1140,Basic,Active,15
S-65c079,A-417d2f,2023-07-01,2024-11-01,95,1140,Basic,Active,16
S-65c079,A-417d2f,2023-07-01,2024-12-01,95,1140,Basic,Active,17
S-056af2,A-054577,2024-09-01,2024-09-01,14925,179100,Enterprise,Active,0
S-056af2,A-054577,2024-09-01,2024-10-01,14925,179100,Enterprise,Active,1
S-056af2,A-054577,2024-09-01,2024-11-01,14925,179100,Enterprise,Active,2
S-056af2,A-054577,2024-09-01,2024-12-01,14925,179100,Enterprise,Active,3
S-09761d,A-6843f2,2024-12-01,2024-12-01,1127,13524,Pro,Active,0
S-a7d379,A-702032,2024-11-01,2024-11-01,532,6384,Basic,Active,0
S-a7d379,A-702032,2024-11-01,2024-12-01,532,6384,Basic,Active,1
S-a903ad,A-59f724,2024-06-01,2024-06-01,1323,15876,Pro,Active,0
S-a903ad,A-59f724,2024-06-01,2024-07-01,1323,15876,Pro,Active,1
S-a903ad,A-59f724,2024-06-01,2024-08-01,1323,15876,Pro,Active,2
S-a903ad,A-59f724,2024-06-01,2024-09-01,1323,15876,Pro,Active,3
S-a903ad,A-59f724,2024-06-01,2024-10-01,1323,15876,Pro,Active,4
S-a903ad,A-59f724,2024-06-01,2024-11-01,1323,15876,Pro,Active,5
S-a903ad,A-59f724,2024-06-01,2024-12-01,1323,15876,Pro,Active,6
S-de3416,A-0dbdc6,2024-12-01,2024-12-01,2303,27636,Pro,Active,0
S-9161b0,A-4d1e75,2024-09-01,2024-09-01,12338,148056,Enterprise,Active,0
S-9161b0,A-4d1e75,2024-09-01,2024-10-01,12338,148056,Enterprise,Active,1
S-9161b0,A-4d1e75,2024-09-01,2024-11-01,12338,148056,Enterprise,Active,2
S-9161b0,A-4d1e75,2024-09-01,2024-12-01,12338,148056,Enterprise,Active,3
S-f3274c,A-43a9e3,2024-02-01,2024-02-01,882,10584,Pro,Active,0
S-f3274c,A-43a9e3,2024-02-01,2024-03-01,882,10584,Pro,Active,1
S-f3274c,A-43a9e3,2024-02-01,2024-04-01,882,10584,Pro,Active,2
S-f3274c,A-43a9e3,2024-02-01,2024-05-01,882,10584,Pro,Active,3
S-f3274c,A-43a9e3,2024-02-01,2024-06-01,882,10584,Pro,Active,4
S-f3274c,A-43a9e3,2024-02-01,2024-07-01,882,10584,Pro,Active,5
S-f3274c,A-43a9e3,2024-02-01,2024-08-01,882,10584,Pro,Active,6
S-f3274c,A-43a9e3,2024-02-01,2024-09-01,882,10584,Pro,Active,7
S-f3274c,A-43a9e3,2024-02-01,2024-10-01,882,10584,Pro,Active,8
S-f3274c,A-43a9e3,2024-02-01,2024-11-01,882,10584,Pro,Active,9
S-f3274c,A-43a9e3,2024-02-01,2024-12-01,882,10584,Pro,Active,10
S-2991c7,A-443b7c,2024-11-01,2024-11-01,1862,22344,Pro,Active,0
S-2991c7,A-443b7c,2024-11-01,2024-12-01,1862,22344,Pro,Active,1
S-239a39,A-30b4ca,2024-07-01,2024-07-01,4214,50568,Pro,Active,0
S-239a39,A-30b4ca,2024-07-01,2024-08-01,4214,50568,Pro,Active,1
S-239a39,A-30b4ca,2024-07-01,2024-09-01,4214,50568,Pro,Active,2
S-239a39,A-30b4ca,2024-07-01,2024-10-01,4214,50568,Pro,Active,3
S-239a39,A-30b4ca,2024-07-01,2024-11-01,4214,50568,Pro,Active,4
S-239a39,A-30b4ca,2024-07-01,2024-12-01,4214,50568,Pro,Active,5
S-19f80d,A-d62e02,2024-12-01,2024-12-01,608,7296,Basic,Active,0
S-13c8b6,A-89ee83,2024-10-01,2024-10-01,513,6156,Basic,Active,0
S-13c8b6,A-89ee83,2024-10-01,2024-11-01,513,6156,Basic,Active,1
S-13c8b6,A-89ee83,2024-10-01,2024-12-01,513,6156,Basic,Active,2
S-d5a07a,A-19b2c8,2024-07-01,2024-07-01,456,5472,Basic,Active,0
S-d5a07a,A-19b2c8,2024-07-01,2024-08-01,456,5472,Basic,Active,1
S-d5a07a,A-19b2c8,2024-07-01,2024-09-01,456,5472,Basic,Active,2
S-d5a07a,A-19b2c8,2024-07-01,2024-10-01,456,5472,Basic,Active,3
S-d5a07a,A-19b2c8,2024-07-01,2024-11-01,456,5472,Basic,Active,4
S-d5a07a,A-19b2c8,2024-07-01,2024-12-01,456,5472,Basic,Active,5
S-e5ba1c,A-39868b,2024-06-01,2024-06-01,1791,21492,Enterprise,Active,0
S-e5ba1c,A-39868b,2024-06-01,2024-07-01,1791,21492,Enterprise,Active,1
S-e5ba1c,A-39868b,2024-06-01,2024-08-01,1791,21492,Enterprise,Active,2
S-e5ba1c,A-39868b,2024-06-01,2024-09-01,1791,21492,Enterprise,Active,3
S-e5ba1c,A-39868b,2024-06-01,2024-10-01,1791,21492,Enterprise,Active,4
S-e5ba1c,A-39868b,2024-06-01,2024-11-01,1791,21492,Enterprise,Active,5
S-e5ba1c,A-39868b,2024-06-01,2024-12-01,1791,21492,Enterprise,Active,6
S-e2793d,A-4c38bc,2024-10-01,2024-10-01,684,8208,Basic,Active,0
S-e2793d,A-4c38bc,2024-10-01,2024-11-01,684,8208,Basic,Active,1
S-e2793d,A-4c38bc,2024-10-01,2024-12-01,684,8208,Basic,Active,2
S-a37653,A-812c5b,2024-10-01,2024-10-01,2695,32340,Pro,Active,0
S-a37653,A-812c5b,2024-10-01,2024-11-01,2695,32340,Pro,Active,1
S-a37653,A-812c5b,2024-10-01,2024-12-01,2695,32340,Pro,Active,2
S-0b25d7,A-0e966d,2024-10-01,2024-10-01,418,5016,Basic,Active,0
S-0b25d7,A-0e966d,2024-10-01,2024-11-01,418,5016,Basic,Active,1
S-0b25d7,A-0e966d,2024-10-01,2024-12-01,418,5016,Basic,Active,2
S-75c1b4,A-5a3eb9,2024-12-01,2024-12-01,882,10584,Pro,Ended,0
S-7262b9,A-4a4c2d,2024-10-01,2024-10-01,1026,12312,Basic,Active,0
S-7262b9,A-4a4c2d,2024-10-01,2024-11-01,1026,12312,Basic,Active,1
S-7262b9,A-4a4c2d,2024-10-01,2024-12-01,1026,12312,Basic,Active,2
S-6c6e62,A-5fe118,2024-12-01,2024-12-01,0,0,Basic,Active,0
S-add03a,A-0cc442,2024-12-01,2024-12-01,8955,107460,Enterprise,Active,0
S-648e54,A-993085,2024-06-01,2024-06-01,1519,18228,Pro,Active,0
S-648e54,A-993085,2024-06-01,2024-07-01,1519,18228,Pro,Active,1
S-648e54,A-993085,2024-06-01,2024-08-01,1519,18228,Pro,Active,2
S-648e54,A-993085,2024-06-01,2024-09-01,1519,18228,Pro,Active,3
S-648e54,A-993085,2024-06-01,2024-10-01,1519,18228,Pro,Active,4
S-648e54,A-993085,2024-06-01,2024-11-01,1519,18228,Pro,Active,5
S-648e54,A-993085,2024-06-01,2024-12-01,1519,18228,Pro,Active,6
S-01bbfe,A-50f3f7,2024-07-01,2024-07-01,1519,18228,Pro,Active,0
S-01bbfe,A-50f3f7,2024-07-01,2024-08-01,1519,18228,Pro,Active,1
S-01bbfe,A-50f3f7,2024-07-01,2024-09-01,1519,18228,Pro,Active,2
S-01bbfe,A-50f3f7,2024-07-01,2024-10-01,1519,18228,Pro,Active,3
