account_id,churn_flag,plan_tier,industry,country,activation_events_7d,activation_features_used_7d,activation_total_usage_7d,activation_total_duration_secs_7d,activation_total_errors_7d,beta_feature_used_7d
A-89ee83,True,Pro,Cybersecurity,US,1.0,1.0,10.0,1160.0,0.0,False
A-883b7d,False,Basic,Cybersecurity,IN,1.0,1.0,6.0,2538.0,2.0,False
A-dcc3f1,False,Pro,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-c62e55,False,Basic,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-e4144b,False,Pro,EdTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-e40f45,False,Pro,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-96215d,False,Enterprise,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-2b9d3e,False,Enterprise,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-b7724f,False,Basic,HealthTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-310452,False,Enterprise,DevTools,FR,0.0,0.0,0.0,0.0,0.0,0
A-eb1312,False,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-df1e44,False,Enterprise,Cybersecurity,UK,0.0,0.0,0.0,0.0,0.0,0
A-6a7c9d,True,Enterprise,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-cbd1a3,True,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-a8d89d,False,Pro,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-600734,True,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-86fc1d,False,Basic,DevTools,UK,0.0,0.0,0.0,0.0,0.0,0
A-78f02b,False,Enterprise,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-acb7f7,False,Basic,EdTech,US,1.0,1.0,10.0,870.0,0.0,False
A-712f1c,True,Basic,DevTools,US,1.0,1.0,12.0,6600.0,0.0,True
A-3793ee,False,Enterprise,Cybersecurity,CA,0.0,0.0,0.0,0.0,0.0,0
A-9a532a,False,Enterprise,HealthTech,US,1.0,1.0,16.0,3744.0,0.0,False
A-2ebb4b,False,Basic,HealthTech,US,1.0,1.0,16.0,8224.0,0.0,False
A-6843f2,False,Enterprise,HealthTech,CA,0.0,0.0,0.0,0.0,0.0,0
A-c9bb3e,False,Pro,EdTech,US,1.0,1.0,6.0,1836.0,2.0,False
A-4814a3,True,Basic,Cybersecurity,IN,1.0,1.0,12.0,3336.0,2.0,False
A-b7b7b7,True,Basic,FinTech,US,2.0,2.0,20.0,5409.0,3.0,False
A-ccc747,True,Pro,HealthTech,FR,0.0,0.0,0.0,0.0,0.0,0
A-bb3bd4,False,Basic,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-09316c,False,Enterprise,FinTech,AU,0.0,0.0,0.0,0.0,0.0,0
A-96bbc6,False,Enterprise,Cybersecurity,US,1.0,1.0,9.0,117.0,0.0,False
A-bc4d48,False,Pro,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-b30291,True,Basic,HealthTech,US,1.0,1.0,9.0,1584.0,0.0,False
A-cdf020,False,Pro,DevTools,AU,0.0,0.0,0.0,0.0,0.0,0
A-e6afc1,False,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-e3bd71,False,Basic,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-b179bf,False,Basic,Cybersecurity,IN,0.0,0.0,0.0,0.0,0.0,0
A-098560,True,Enterprise,DevTools,UK,1.0,1.0,11.0,2893.0,0.0,False
A-82861f,False,Basic,DevTools,UK,0.0,0.0,0.0,0.0,0.0,0
A-94c3cd,False,Enterprise,FinTech,CA,0.0,0.0,0.0,0.0,0.0,0
A-a33200,False,Basic,HealthTech,US,1.0,1.0,9.0,828.0,1.0,False
A-034368,False,Enterprise,EdTech,US,2.0,2.0,15.0,4943.0,0.0,False
A-b54c01,False,Enterprise,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-d82ef9,True,Basic,EdTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-bb2f49,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-1f559b,True,Enterprise,HealthTech,US,2.0,2.0,14.0,2872.0,0.0,False
A-5a215a,False,Enterprise,EdTech,FR,3.0,3.0,34.0,5927.0,0.0,False
A-3f9cc0,False,Basic,HealthTech,US,3.0,3.0,27.0,9977.0,0.0,False
A-f9cc74,False,Enterprise,DevTools,FR,0.0,0.0,0.0,0.0,0.0,0
A-ed510f,False,Basic,Cybersecurity,IN,0.0,0.0,0.0,0.0,0.0,0
A-5c9849,False,Basic,EdTech,IN,0.0,0.0,0.0,0.0,0.0,0
A-a7bd4b,False,Enterprise,Cybersecurity,US,2.0,2.0,20.0,10580.0,3.0,False
A-d4ac0e,False,Basic,DevTools,UK,0.0,0.0,0.0,0.0,0.0,0
A-ffdfd5,True,Basic,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-0dbdc6,True,Pro,Cybersecurity,DE,0.0,0.0,0.0,0.0,0.0,0
A-7cfe77,False,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-1f0636,False,Pro,EdTech,AU,2.0,2.0,21.0,7743.0,3.0,False
A-40de06,True,Enterprise,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-cb5333,False,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-309e54,False,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-6e7827,False,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-50bb9f,False,Pro,Cybersecurity,US,1.0,1.0,8.0,4024.0,3.0,False
A-5fe118,False,Enterprise,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-5247b3,False,Pro,FinTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-f44180,False,Pro,Cybersecurity,UK,0.0,0.0,0.0,0.0,0.0,0
A-c16cf7,False,Pro,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-d42431,False,Enterprise,FinTech,FR,0.0,0.0,0.0,0.0,0.0,0
A-6965e1,False,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-0354fe,False,Basic,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-0a62f5,False,Pro,FinTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-f5641b,False,Pro,EdTech,US,1.0,1.0,11.0,4917.0,1.0,False
A-b44e3e,False,Basic,Cybersecurity,UK,0.0,0.0,0.0,0.0,0.0,0
A-3b37d9,False,Enterprise,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-54d94a,False,Basic,Cybersecurity,IN,1.0,1.0,6.0,3366.0,0.0,False
A-7f29a7,False,Basic,Cybersecurity,UK,1.0,1.0,8.0,1800.0,0.0,True
A-089363,False,Basic,FinTech,AU,1.0,1.0,8.0,4232.0,1.0,True
A-524364,False,Enterprise,DevTools,FR,0.0,0.0,0.0,0.0,0.0,0
A-855a48,False,Pro,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-756192,False,Basic,FinTech,IN,0.0,0.0,0.0,0.0,0.0,0
A-49b828,False,Pro,FinTech,IN,1.0,1.0,11.0,5379.0,0.0,True
A-c7ffc2,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-751c58,False,Basic,FinTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-72799b,True,Enterprise,DevTools,FR,0.0,0.0,0.0,0.0,0.0,0
A-812c5b,True,Basic,DevTools,CA,1.0,1.0,15.0,375.0,0.0,False
A-69b156,True,Pro,EdTech,US,1.0,1.0,10.0,1340.0,0.0,False
A-075038,False,Basic,HealthTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-940b8b,False,Basic,HealthTech,DE,0.0,0.0,0.0,0.0,0.0,0
A-2d1036,True,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-0f6450,True,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-9affe6,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-80eeb6,False,Enterprise,Cybersecurity,UK,1.0,1.0,7.0,4144.0,2.0,False
A-d4e0d4,False,Basic,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-c7e58b,False,Pro,HealthTech,IN,2.0,2.0,13.0,3823.0,0.0,False
A-016043,False,Basic,EdTech,CA,0.0,0.0,0.0,0.0,0.0,0
A-bbe56f,False,Enterprise,HealthTech,US,1.0,1.0,8.0,1064.0,0.0,False
A-7c5768,False,Enterprise,HealthTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-751bd4,False,Pro,Cybersecurity,UK,0.0,0.0,0.0,0.0,0.0,0
A-4e0e85,False,Enterprise,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-ad3abd,False,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-e19ff6,False,Enterprise,Cybersecurity,UK,1.0,1.0,8.0,3320.0,0.0,False
A-7920cc,False,Pro,Cybersecurity,FR,1.0,1.0,8.0,1096.0,0.0,False
A-5a92e7,False,Pro,HealthTech,US,3.0,2.0,31.0,11003.0,1.0,False
A-fdfc91,False,Basic,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-1e50e0,True,Pro,Cybersecurity,DE,2.0,2.0,26.0,14066.0,0.0,False
A-1e1b80,False,Enterprise,FinTech,CA,0.0,0.0,0.0,0.0,0.0,0
A-659280,True,Enterprise,FinTech,IN,0.0,0.0,0.0,0.0,0.0,0
A-f6b2fb,False,Basic,DevTools,AU,0.0,0.0,0.0,0.0,0.0,0
A-cb6cc6,False,Basic,DevTools,US,2.0,2.0,10.0,1500.0,3.0,False
A-d62e02,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-d535f6,True,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-39868b,False,Pro,FinTech,AU,0.0,0.0,0.0,0.0,0.0,0
A-3cc791,False,Enterprise,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-337bc1,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-58b9ff,False,Enterprise,DevTools,IN,0.0,0.0,0.0,0.0,0.0,0
A-bf7919,False,Pro,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-1d5444,True,Basic,Cybersecurity,US,1.0,1.0,9.0,5004.0,0.0,True
A-0f3e88,True,Basic,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-7641d3,True,Pro,EdTech,US,1.0,1.0,10.0,800.0,0.0,False
A-cd458b,False,Basic,DevTools,US,1.0,1.0,13.0,5031.0,0.0,False
A-c16b88,False,Enterprise,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-59f724,False,Enterprise,HealthTech,US,1.0,1.0,16.0,6928.0,0.0,False
A-87aa7b,False,Pro,HealthTech,US,1.0,1.0,6.0,3090.0,1.0,False
A-1e6fc3,False,Pro,EdTech,FR,0.0,0.0,0.0,0.0,0.0,0
A-39ddf4,False,Enterprise,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-34ea2f,True,Enterprise,HealthTech,US,1.0,1.0,14.0,2758.0,0.0,False
A-716841,False,Pro,FinTech,US,1.0,1.0,5.0,1920.0,0.0,False
A-558c72,False,Basic,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-b11cd0,True,Pro,DevTools,US,1.0,1.0,9.0,1422.0,2.0,False
A-cc1d8d,False,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-7f4db3,False,Pro,FinTech,US,3.0,3.0,33.0,11502.0,1.0,True
A-db5e9e,False,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-cc102e,False,Enterprise,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-82d8a6,False,Basic,Cybersecurity,UK,1.0,1.0,12.0,4884.0,0.0,False
A-dec005,False,Pro,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-5790f4,False,Pro,FinTech,UK,0.0,0.0,0.0,0.0,0.0,0
A-7c83a1,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-297a2d,False,Pro,HealthTech,UK,1.0,1.0,9.0,1890.0,0.0,False
A-4c56c9,True,Enterprise,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-cbbe12,False,Enterprise,Cybersecurity,DE,0.0,0.0,0.0,0.0,0.0,0
A-4a267b,False,Pro,FinTech,US,3.0,3.0,31.0,6490.0,3.0,True
A-bcbe98,False,Enterprise,Cybersecurity,US,2.0,2.0,20.0,10430.0,0.0,True
A-427b69,False,Basic,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-0be015,False,Pro,FinTech,US,1.0,1.0,13.0,5759.0,0.0,False
A-054577,False,Basic,EdTech,UK,2.0,2.0,27.0,7687.0,2.0,False
A-bc87bc,False,Pro,FinTech,US,1.0,1.0,16.0,7712.0,0.0,False
A-0f7d77,False,Pro,FinTech,IN,0.0,0.0,0.0,0.0,0.0,0
A-e7beab,False,Enterprise,EdTech,DE,0.0,0.0,0.0,0.0,0.0,0
A-a09355,False,Basic,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-31ab9a,False,Pro,FinTech,DE,0.0,0.0,0.0,0.0,0.0,0
A-0158bb,False,Basic,FinTech,DE,0.0,0.0,0.0,0.0,0.0,0
A-f19b24,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-798a3f,True,Enterprise,DevTools,FR,0.0,0.0,0.0,0.0,0.0,0
A-42b791,False,Pro,FinTech,AU,0.0,0.0,0.0,0.0,0.0,0
A-068fc6,False,Enterprise,EdTech,US,1.0,1.0,9.0,3573.0,0.0,False
A-6f50ae,True,Pro,FinTech,US,1.0,1.0,15.0,6720.0,0.0,False
A-a2485e,False,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-bb1eaa,False,Basic,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-cc98bc,False,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-d77f4c,False,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-ccabf0,False,Pro,HealthTech,IN,0.0,0.0,0.0,0.0,0.0,0
A-700ade,False,Enterprise,Cybersecurity,UK,0.0,0.0,0.0,0.0,0.0,0
A-4a4c2d,False,Enterprise,DevTools,US,3.0,3.0,34.0,11756.0,0.0,False
A-b7ef83,False,Pro,Cybersecurity,UK,1.0,1.0,10.0,1940.0,2.0,False
A-e08cd3,False,Pro,FinTech,US,0.0,0.0,0.0,0.0,0.0,0
A-19b2c8,False,Pro,DevTools,IN,0.0,0.0,0.0,0.0,0.0,0
A-970c97,False,Enterprise,HealthTech,DE,0.0,0.0,0.0,0.0,0.0,0
A-6dee43,False,Basic,FinTech,UK,1.0,1.0,12.0,612.0,0.0,False
A-5ed98d,False,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-c58f49,False,Enterprise,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-9c18c4,True,Pro,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-cc8c8f,False,Enterprise,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-5f7781,False,Pro,DevTools,US,1.0,1.0,6.0,3078.0,0.0,False
A-e1b9cd,True,Pro,DevTools,US,2.0,2.0,28.0,7604.0,2.0,True
A-ac85cd,False,Enterprise,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-d792a6,False,Enterprise,DevTools,US,1.0,1.0,7.0,2856.0,0.0,False
A-ac9111,False,Pro,HealthTech,US,0.0,0.0,0.0,0.0,0.0,0
A-18793f,False,Basic,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-9f0b68,False,Basic,EdTech,US,0.0,0.0,0.0,0.0,0.0,0
A-d3c88e,False,Pro,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-ccb686,False,Basic,DevTools,US,0.0,0.0,0.0,0.0,0.0,0
A-118f1c,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-0e966d,True,Basic,FinTech,IN,4.0,4.0,42.0,14269.0,0.0,True
A-b9f5b1,False,Pro,Cybersecurity,US,0.0,0.0,0.0,0.0,0.0,0
A-8ae3fc,False,Pro,DevTools,CA,0.0,0.0,0.0,0.0,0.0,0
A-55f257,False,Basic,FinTech,US,1.0,1.0,8.0,712.0,4.0,False
A-d26ab4,True,Basic,DevTools,UK,1.0,1.0,16.0,224.0,0.0,False
A-712533,False,Pro,EdTech,US,1.0,1.0,13.0,7748.0,3.0,False
A-781cc0,False,Pro,EdTech,US,1.0,1.0,10.0,5880.0,0.0,False
